#<METADATA>Ln prior of deletion of length 10=-18.089753509266842
#<METADATA>Ln prior of deletion of length 9=-16.705243007782606
#<METADATA>Ln prior of deletion of length 8=-16.48590475671937
#<METADATA>Ln prior of deletion of length 7=-18.028508593960712
#<METADATA>Ln prior of deletion of length 6=-16.539161271827858
#<METADATA>Ln prior of deletion of length 5=-16.281863036305587
#<METADATA>Ln prior of deletion of length 4=-16.21379144948443
#<METADATA>Ln prior of deletion of length 3=-15.413327403777634
#<METADATA>Ln prior of deletion of length 2=-14.861128404195272
#<METADATA>Ln prior of deletion of length 1=-14.5429097916662
#<METADATA>Ln prior of SNV=-10.5834085363773
#<METADATA>Ln prior of insertion of length 1=-15.029495718214472
#<METADATA>Ln prior of insertion of length 2=-15.211694433644238
#<METADATA>Ln prior of insertion of length 3=-15.356512204835159
#<METADATA>Ln prior of insertion of length 4=-15.415464582584532
#<METADATA>Ln prior of insertion of length 5=-16.07693507359377
#<METADATA>Ln prior of insertion of length 6=-15.688725912810664
#<METADATA>Ln prior of insertion of length 7=-17.59566656052988
#<METADATA>Ln prior of insertion of length 8=-17.314566523166715
#<METADATA>Ln prior of insertion of length 9=-16.593768093776117
#<METADATA>Ln prior of insertion of length 10=-17.67461803096642
#<METADATA>Background beta-binomial cluster=weight = 0.2288, alpha = 1.75, beta = 7.43
#<METADATA>High-AF beta-binomial cluster=weight = 0.0022, alpha = 9.51, beta = 3.14
#<METADATA>Binomial cluster=weight = 0.4192, mean = 0.026
#<METADATA>Binomial cluster=weight = 0.3498, mean = 0.058
#<METADATA>threshold=0.583
#<METADATA>fdr=0.196
#<METADATA>sensitivity=0.865
filter	FP	FDR	FN	FNR
weak_evidence	402.98	0.06	186.36	0.03
strand_bias	921.22	0.13	333.34	0.05
normal_artifact	65.45	0.01	220.63	0.03
orientation	76.31	0.01	3.5	0.0
slippage	0.0	0.0	0.25	0.0
haplotype	104.68	0.02	36.66	0.01
germline	7.56	0.0	0.85	0.0
