## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392158.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392158.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392158.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 05:24:55 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11392158_lib1	202268	74840797	376645	401586	139940	28626615	0	0.382918	70853126

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	28629785	28629785
2.0	1.347747	10931064	10931064
3.0	1.468675	4198235	4198235
4.0	1.510727	1542028	1542028
5.0	1.52535	557677	557677
6.0	1.530436	205818	205818
7.0	1.532204	79839	79839
8.0	1.532819	32946	32946
9.0	1.533033	14850	14850
10.0	1.533107	7494	7494
11.0	1.533133	4049	4049
12.0	1.533142	2519	2519
13.0	1.533145	1659	1659
14.0	1.533146	1255	1255
15.0	1.533147	858	858
16.0	1.533147	676	676
17.0	1.533147	506	506
18.0	1.533147	445	445
19.0	1.533147	332	332
20.0	1.533147	282	282
21.0	1.533147	248	248
22.0	1.533147	208	208
23.0	1.533147	162	162
24.0	1.533147	151	151
25.0	1.533147	112	112
26.0	1.533147	109	109
27.0	1.533147	87	87
28.0	1.533147	82	82
29.0	1.533147	63	63
30.0	1.533147	42	42
31.0	1.533147	42	42
32.0	1.533147	36	36
33.0	1.533147	33	33
34.0	1.533147	26	26
35.0	1.533147	24	24
36.0	1.533147	23	23
37.0	1.533147	20	20
38.0	1.533147	14	14
39.0	1.533147	12	12
40.0	1.533147	12	12
41.0	1.533147	9	9
42.0	1.533147	14	14
43.0	1.533147	11	11
44.0	1.533147	10	10
45.0	1.533147	5	5
46.0	1.533147	10	10
47.0	1.533147	8	8
48.0	1.533147	4	4
49.0	1.533147	3	3
50.0	1.533147	6	6
51.0	1.533147	5	5
52.0	1.533147	11	11
53.0	1.533147	4	4
54.0	1.533147	3	3
55.0	1.533147	9	9
56.0	1.533147	6	6
57.0	1.533147	5	5
58.0	1.533147	1	1
59.0	1.533147	3	3
60.0	1.533147	3	3
61.0	1.533147	3	3
62.0	1.533147	2	2
63.0	1.533147	3	3
64.0	1.533147	1	1
65.0	1.533147	2	2
66.0	1.533147	5	5
67.0	1.533147	2	2
68.0	1.533147	3	3
69.0	1.533147	4	4
70.0	1.533147	1	1
71.0	1.533147	2	2
72.0	1.533147	3	3
73.0	1.533147	3	3
74.0	1.533147	2	2
75.0	1.533147	0	0
76.0	1.533147	0	0
77.0	1.533147	1	1
78.0	1.533147	1	1
79.0	1.533147	0	0
80.0	1.533147	0	0
81.0	1.533147	2	2
82.0	1.533147	1	1
83.0	1.533147	1	1
84.0	1.533147	1	1
85.0	1.533147	2	2
86.0	1.533147	0	0
87.0	1.533147	3	3
88.0	1.533147	1	1
89.0	1.533147	6	6
90.0	1.533147	2	2
91.0	1.533147	1	1
92.0	1.533147	4	4
93.0	1.533147	0	0
94.0	1.533147	0	0
95.0	1.533147	2	2
96.0	1.533147	0	0
