## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392168.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392168.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392168.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 06:06:27 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11392168_lib1	211021	101374792	474652	451619	138809	40401139	0	0.398802	90490752

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	36861789	36861789
2.0	1.326189	14821197	14821197
3.0	1.432588	5691258	5691258
4.0	1.467295	2138058	2138058
5.0	1.478616	821929	821929
6.0	1.482308	331413	331413
7.0	1.483513	141561	141561
8.0	1.483906	65240	65240
9.0	1.484034	32838	32838
10.0	1.484076	17924	17924
11.0	1.484089	11121	11121
12.0	1.484094	7520	7520
13.0	1.484095	5519	5519
14.0	1.484096	4195	4195
15.0	1.484096	3223	3223
16.0	1.484096	2604	2604
17.0	1.484096	2204	2204
18.0	1.484096	1805	1805
19.0	1.484096	1476	1476
20.0	1.484096	1253	1253
21.0	1.484096	1042	1042
22.0	1.484096	917	917
23.0	1.484096	758	758
24.0	1.484096	714	714
25.0	1.484096	638	638
26.0	1.484096	507	507
27.0	1.484096	499	499
28.0	1.484096	400	400
29.0	1.484096	362	362
30.0	1.484096	322	322
31.0	1.484096	318	318
32.0	1.484096	236	236
33.0	1.484096	249	249
34.0	1.484096	205	205
35.0	1.484096	201	201
36.0	1.484096	159	159
37.0	1.484096	150	150
38.0	1.484096	172	172
39.0	1.484096	133	133
40.0	1.484096	104	104
41.0	1.484096	100	100
42.0	1.484096	94	94
43.0	1.484096	85	85
44.0	1.484096	69	69
45.0	1.484096	74	74
46.0	1.484096	71	71
47.0	1.484096	58	58
48.0	1.484096	62	62
49.0	1.484096	36	36
50.0	1.484096	49	49
51.0	1.484096	43	43
52.0	1.484096	36	36
53.0	1.484096	34	34
54.0	1.484096	29	29
55.0	1.484096	41	41
56.0	1.484096	26	26
57.0	1.484096	24	24
58.0	1.484096	22	22
59.0	1.484096	32	32
60.0	1.484096	18	18
61.0	1.484096	20	20
62.0	1.484096	19	19
63.0	1.484096	10	10
64.0	1.484096	13	13
65.0	1.484096	14	14
66.0	1.484096	13	13
67.0	1.484096	9	9
68.0	1.484096	14	14
69.0	1.484096	12	12
70.0	1.484096	11	11
71.0	1.484096	7	7
72.0	1.484096	11	11
73.0	1.484096	6	6
74.0	1.484096	6	6
75.0	1.484096	3	3
76.0	1.484096	4	4
77.0	1.484096	12	12
78.0	1.484096	4	4
79.0	1.484096	11	11
80.0	1.484096	6	6
81.0	1.484096	5	5
82.0	1.484096	2	2
83.0	1.484096	4	4
84.0	1.484096	2	2
85.0	1.484096	5	5
86.0	1.484096	1	1
87.0	1.484096	2	2
88.0	1.484096	4	4
89.0	1.484096	4	4
90.0	1.484096	4	4
91.0	1.484096	0	0
92.0	1.484096	1	1
93.0	1.484096	3	3
94.0	1.484096	2	2
95.0	1.484096	0	0
