## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352521.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352521.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352521.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 04:30:24 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11352521_lib1	411819	101590277	2285300	844555	322487	54900073	0	0.540898	55663380

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	21516398	21516398
2.0	1.161204	11327430	11327430
3.0	1.187191	6597868	6597868
4.0	1.19138	3584565	3584565
5.0	1.192056	1830712	1830712
6.0	1.192164	901769	901769
7.0	1.192182	443136	443136
8.0	1.192185	220932	220932
9.0	1.192185	114091	114091
10.0	1.192185	60324	60324
11.0	1.192185	33633	33633
12.0	1.192185	19390	19390
13.0	1.192185	11679	11679
14.0	1.192185	7256	7256
15.0	1.192185	4717	4717
16.0	1.192185	3332	3332
17.0	1.192185	2287	2287
18.0	1.192185	1710	1710
19.0	1.192185	1358	1358
20.0	1.192185	1134	1134
21.0	1.192185	876	876
22.0	1.192185	696	696
23.0	1.192185	584	584
24.0	1.192185	503	503
25.0	1.192185	383	383
26.0	1.192185	324	324
27.0	1.192185	315	315
28.0	1.192185	270	270
29.0	1.192185	227	227
30.0	1.192185	213	213
31.0	1.192185	180	180
32.0	1.192185	159	159
33.0	1.192185	145	145
34.0	1.192185	125	125
35.0	1.192185	102	102
36.0	1.192185	87	87
37.0	1.192185	93	93
38.0	1.192185	79	79
39.0	1.192185	74	74
40.0	1.192185	70	70
41.0	1.192185	63	63
42.0	1.192185	48	48
43.0	1.192185	47	47
44.0	1.192185	45	45
45.0	1.192185	50	50
46.0	1.192185	30	30
47.0	1.192185	28	28
48.0	1.192185	32	32
49.0	1.192185	25	25
50.0	1.192185	18	18
51.0	1.192185	23	23
52.0	1.192185	20	20
53.0	1.192185	15	15
54.0	1.192185	12	12
55.0	1.192185	16	16
56.0	1.192185	9	9
57.0	1.192185	12	12
58.0	1.192185	7	7
59.0	1.192185	12	12
60.0	1.192185	4	4
61.0	1.192185	9	9
62.0	1.192185	10	10
63.0	1.192185	5	5
64.0	1.192185	5	5
65.0	1.192185	12	12
66.0	1.192185	4	4
67.0	1.192185	3	3
68.0	1.192185	1	1
69.0	1.192185	3	3
70.0	1.192185	2	2
71.0	1.192185	3	3
72.0	1.192185	5	5
73.0	1.192185	3	3
74.0	1.192185	3	3
75.0	1.192185	4	4
76.0	1.192185	6	6
77.0	1.192185	4	4
78.0	1.192185	3	3
79.0	1.192185	3	3
80.0	1.192185	1	1
81.0	1.192185	0	0
82.0	1.192185	5	5
83.0	1.192185	1	1
84.0	1.192185	3	3
85.0	1.192185	2	2
86.0	1.192185	0	0
87.0	1.192185	0	0
88.0	1.192185	2	2
89.0	1.192185	1	1
90.0	1.192185	3	3
91.0	1.192185	4	4
92.0	1.192185	1	1
93.0	1.192185	3	3
94.0	1.192185	3	3
95.0	1.192185	2	2
96.0	1.192185	1	1
97.0	1.192185	1	1
98.0	1.192185	0	0
99.0	1.192185	1	1
100.0	1.192185	2	2
102.0	0	1	1
105.0	0	1	1
107.0	0	1	1
108.0	0	1	1
109.0	0	1	1
112.0	0	1	1
113.0	0	3	3
114.0	0	1	1
115.0	0	1	1
116.0	0	2	2
117.0	0	2	2
118.0	0	3	3
119.0	0	2	2
120.0	0	1	1
121.0	0	3	3
122.0	0	2	2
123.0	0	2	2
124.0	0	2	2
125.0	0	1	1
126.0	0	1	1
127.0	0	2	2
128.0	0	1	1
130.0	0	1	1
131.0	0	1	1
134.0	0	1	1
135.0	0	1	1
136.0	0	1	1
137.0	0	2	2
140.0	0	2	2
141.0	0	1	1
142.0	0	1	1
143.0	0	2	2
144.0	0	2	2
145.0	0	2	2
146.0	0	2	2
148.0	0	1	1
149.0	0	2	2
150.0	0	2	2
153.0	0	1	1
154.0	0	1	1
156.0	0	1	1
157.0	0	1	1
158.0	0	1	1
159.0	0	1	1
160.0	0	1	1
161.0	0	3	3
163.0	0	1	1
164.0	0	1	1
165.0	0	2	2
167.0	0	1	1
168.0	0	1	1
170.0	0	1	1
171.0	0	1	1
172.0	0	1	1
173.0	0	1	1
175.0	0	2	2
176.0	0	1	1
179.0	0	1	1
180.0	0	1	1
182.0	0	1	1
185.0	0	2	2
186.0	0	2	2
187.0	0	1	1
189.0	0	2	2
190.0	0	1	1
192.0	0	1	1
193.0	0	1	1
194.0	0	1	1
195.0	0	1	1
196.0	0	4	4
197.0	0	1	1
200.0	0	2	2
201.0	0	1	1
202.0	0	1	1
203.0	0	1	1
204.0	0	1	1
205.0	0	2	2
206.0	0	1	1
208.0	0	1	1
209.0	0	1	1
210.0	0	2	2
212.0	0	1	1
213.0	0	1	1
217.0	0	3	3
218.0	0	2	2
219.0	0	1	1
223.0	0	2	2
226.0	0	1	1
227.0	0	2	2
229.0	0	1	1
232.0	0	2	2
233.0	0	1	1
235.0	0	1	1
236.0	0	1	1
240.0	0	2	2
243.0	0	1	1
245.0	0	1	1
248.0	0	2	2
254.0	0	1	1
255.0	0	1	1
260.0	0	1	1
264.0	0	1	1
269.0	0	1	1
272.0	0	1	1
278.0	0	1	1
281.0	0	1	1
287.0	0	2	2
289.0	0	1	1
294.0	0	1	1
297.0	0	2	2
301.0	0	1	1
304.0	0	1	1
307.0	0	1	1
309.0	0	1	1
313.0	0	1	1
316.0	0	1	1
318.0	0	1	1
323.0	0	1	1
324.0	0	2	2
326.0	0	1	1
334.0	0	1	1
336.0	0	1	1
337.0	0	1	1
342.0	0	1	1
343.0	0	2	2
354.0	0	2	2
356.0	0	1	1
363.0	0	1	1
366.0	0	1	1
367.0	0	1	1
371.0	0	1	1
374.0	0	1	1
395.0	0	1	1
396.0	0	1	1
400.0	0	1	1
402.0	0	1	1
415.0	0	1	1
418.0	0	1	1
420.0	0	1	1
422.0	0	1	1
445.0	0	1	1
451.0	0	1	1
453.0	0	1	1
486.0	0	1	1
492.0	0	1	1
502.0	0	1	1
519.0	0	1	1
533.0	0	1	1
537.0	0	1	1
552.0	0	2	2
557.0	0	1	1
563.0	0	1	1
569.0	0	1	1
580.0	0	1	1
608.0	0	1	1
613.0	0	1	1
623.0	0	1	1
638.0	0	1	1
643.0	0	1	1
671.0	0	1	1
691.0	0	1	1
711.0	0	1	1
713.0	0	1	1
749.0	0	1	1
756.0	0	1	1
770.0	0	1	1
773.0	0	1	1
782.0	0	1	1
791.0	0	1	1
792.0	0	1	1
794.0	0	1	1
795.0	0	1	1
804.0	0	1	1
811.0	0	1	1
815.0	0	1	1
829.0	0	1	1
838.0	0	1	1
876.0	0	1	1
894.0	0	1	1
903.0	0	1	1
912.0	0	1	1
919.0	0	1	1
923.0	0	1	1
924.0	0	1	1
925.0	0	2	2
930.0	0	1	1
938.0	0	1	1
947.0	0	1	1
956.0	0	1	1
960.0	0	1	1
973.0	0	1	1
980.0	0	1	1
985.0	0	1	1
988.0	0	1	1
995.0	0	1	1
998.0	0	1	1
1001.0	0	1	1
1006.0	0	1	1
1010.0	0	1	1
1011.0	0	1	1
1013.0	0	1	1
1017.0	0	1	1
1023.0	0	1	1
1041.0	0	1	1
1054.0	0	2	2
1055.0	0	1	1
1058.0	0	1	1
1063.0	0	1	1
1076.0	0	1	1
1089.0	0	1	1
1095.0	0	1	1
1128.0	0	1	1
1147.0	0	1	1
1209.0	0	1	1
1215.0	0	1	1
1218.0	0	1	1
1252.0	0	1	1
1265.0	0	1	1
1284.0	0	2	2
1297.0	0	1	1
1364.0	0	1	1
1425.0	0	1	1
1488.0	0	1	1
1557.0	0	1	1
1577.0	0	1	1
1624.0	0	1	1
1647.0	0	1	1
1651.0	0	1	1
1668.0	0	1	1
1718.0	0	1	1
1750.0	0	1	1
1795.0	0	1	1
1823.0	0	1	1
1953.0	0	1	1
2020.0	0	1	1
2062.0	0	1	1
2106.0	0	1	1
2182.0	0	1	1
2189.0	0	1	1
2190.0	0	1	1
2199.0	0	1	1
2207.0	0	1	1
2208.0	0	1	1
2215.0	0	1	1
2333.0	0	1	1
2357.0	0	1	1
2382.0	0	1	1
2443.0	0	1	1
2503.0	0	1	1
2904.0	0	1	1
3277.0	0	1	1
3447.0	0	1	1
3683.0	0	1	1
3814.0	0	1	1
3865.0	0	1	1
3885.0	0	1	1
3952.0	0	1	1
4140.0	0	1	1
4144.0	0	1	1
4153.0	0	1	1
4645.0	0	1	1
4665.0	0	1	1
4688.0	0	1	1
5684.0	0	1	1
5765.0	0	1	1
5996.0	0	1	1
6884.0	0	1	1
6898.0	0	1	1
7028.0	0	1	1
7298.0	0	1	1
7325.0	0	1	1
7393.0	0	1	1
7500.0	0	1	1
8388.0	0	1	1
8390.0	0	1	1
8559.0	0	1	1
8565.0	0	1	1
8784.0	0	1	1
9212.0	0	1	1
9389.0	0	1	1
9887.0	0	1	1
9979.0	0	1	1
11191.0	0	1	1
11323.0	0	1	1
11843.0	0	1	1
16310.0	0	1	1
523793.0	0	1	1

