## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352514.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352514.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352514.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 03:51:55 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11352514_lib1	192613	89774364	553654	404651	124491	25637322	0	0.285962	125563169

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	45829610	45829610
2.0	1.489205	13358045	13358045
3.0	1.728526	3630687	3630687
4.0	1.845604	939639	939639
5.0	1.902879	246216	246216
6.0	1.930898	70897	70897
7.0	1.944605	24380	24380
8.0	1.95131	10809	10809
9.0	1.954591	6130	6130
10.0	1.956196	4091	4091
11.0	1.956981	2935	2935
12.0	1.957365	2279	2279
13.0	1.957553	1828	1828
14.0	1.957644	1398	1398
15.0	1.957689	1086	1086
16.0	1.957711	998	998
17.0	1.957722	785	785
18.0	1.957727	689	689
19.0	1.95773	535	535
20.0	1.957731	473	473
21.0	1.957732	401	401
22.0	1.957732	355	355
23.0	1.957732	292	292
24.0	1.957732	273	273
25.0	1.957732	214	214
26.0	1.957732	184	184
27.0	1.957732	162	162
28.0	1.957732	155	155
29.0	1.957732	115	115
30.0	1.957732	122	122
31.0	1.957732	95	95
32.0	1.957732	100	100
33.0	1.957732	83	83
34.0	1.957732	65	65
35.0	1.957732	71	71
36.0	1.957732	58	58
37.0	1.957732	54	54
38.0	1.957732	56	56
39.0	1.957732	45	45
40.0	1.957732	35	35
41.0	1.957732	31	31
42.0	1.957732	26	26
43.0	1.957732	38	38
44.0	1.957732	25	25
45.0	1.957732	29	29
46.0	1.957732	14	14
47.0	1.957732	10	10
48.0	1.957732	22	22
49.0	1.957732	8	8
50.0	1.957732	14	14
51.0	1.957732	16	16
52.0	1.957732	8	8
53.0	1.957732	10	10
54.0	1.957732	11	11
55.0	1.957732	17	17
56.0	1.957732	7	7
57.0	1.957732	9	9
58.0	1.957732	12	12
59.0	1.957732	13	13
60.0	1.957732	7	7
61.0	1.957732	5	5
62.0	1.957732	13	13
63.0	1.957732	2	2
64.0	1.957732	7	7
65.0	1.957732	6	6
66.0	1.957732	7	7
67.0	1.957732	3	3
68.0	1.957732	3	3
69.0	1.957732	6	6
70.0	1.957732	2	2
71.0	1.957732	3	3
72.0	1.957732	6	6
73.0	1.957732	3	3
74.0	1.957732	3	3
75.0	1.957732	5	5
76.0	1.957732	2	2
77.0	1.957732	2	2
78.0	1.957732	2	2
79.0	1.957732	2	2
80.0	1.957732	0	0
81.0	1.957732	5	5
82.0	1.957732	3	3
83.0	1.957732	0	0
84.0	1.957732	0	0
85.0	1.957732	3	3
86.0	1.957732	0	0
87.0	1.957732	1	1
88.0	1.957732	2	2
89.0	1.957732	0	0
90.0	1.957732	0	0
91.0	1.957732	1	1
92.0	1.957732	2	2
93.0	1.957732	1	1
94.0	1.957732	1	1
95.0	1.957732	4	4
96.0	1.957732	0	0
