## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352511.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352511.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352511.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 03:24:28 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11352511_lib1	1326454	109313488	4976252	1807658	1234147	64441440	0	0.591566	50766173

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	18649070	18649070
2.0	1.116103	10375801	10375801
3.0	1.129583	6659947	6659947
4.0	1.131148	3963717	3963717
5.0	1.13133	2246318	2246318
6.0	1.131351	1249688	1249688
7.0	1.131354	699567	699567
8.0	1.131354	398200	398200
9.0	1.131354	233579	233579
10.0	1.131354	140257	140257
11.0	1.131354	84910	84910
12.0	1.131354	53226	53226
13.0	1.131354	34030	34030
14.0	1.131354	22138	22138
15.0	1.131354	14667	14667
16.0	1.131354	9999	9999
17.0	1.131354	7327	7327
18.0	1.131354	5300	5300
19.0	1.131354	3998	3998
20.0	1.131354	3002	3002
21.0	1.131354	2498	2498
22.0	1.131354	1894	1894
23.0	1.131354	1538	1538
24.0	1.131354	1305	1305
25.0	1.131354	1128	1128
26.0	1.131354	968	968
27.0	1.131354	784	784
28.0	1.131354	682	682
29.0	1.131354	647	647
30.0	1.131354	561	561
31.0	1.131354	453	453
32.0	1.131354	444	444
33.0	1.131354	386	386
34.0	1.131354	336	336
35.0	1.131354	310	310
36.0	1.131354	271	271
37.0	1.131354	251	251
38.0	1.131354	203	203
39.0	1.131354	216	216
40.0	1.131354	155	155
41.0	1.131354	172	172
42.0	1.131354	154	154
43.0	1.131354	131	131
44.0	1.131354	123	123
45.0	1.131354	119	119
46.0	1.131354	90	90
47.0	1.131354	99	99
48.0	1.131354	90	90
49.0	1.131354	70	70
50.0	1.131354	74	74
51.0	1.131354	71	71
52.0	1.131354	72	72
53.0	1.131354	54	54
54.0	1.131354	49	49
55.0	1.131354	55	55
56.0	1.131354	38	38
57.0	1.131354	48	48
58.0	1.131354	48	48
59.0	1.131354	46	46
60.0	1.131354	37	37
61.0	1.131354	39	39
62.0	1.131354	22	22
63.0	1.131354	32	32
64.0	1.131354	26	26
65.0	1.131354	25	25
66.0	1.131354	27	27
67.0	1.131354	22	22
68.0	1.131354	25	25
69.0	1.131354	21	21
70.0	1.131354	16	16
71.0	1.131354	18	18
72.0	1.131354	15	15
73.0	1.131354	10	10
74.0	1.131354	10	10
75.0	1.131354	9	9
76.0	1.131354	17	17
77.0	1.131354	7	7
78.0	1.131354	10	10
79.0	1.131354	8	8
80.0	1.131354	9	9
81.0	1.131354	6	6
82.0	1.131354	5	5
83.0	1.131354	7	7
84.0	1.131354	9	9
85.0	1.131354	4	4
86.0	1.131354	5	5
87.0	1.131354	7	7
88.0	1.131354	7	7
89.0	1.131354	7	7
90.0	1.131354	3	3
91.0	1.131354	2	2
92.0	1.131354	3	3
93.0	1.131354	5	5
94.0	1.131354	3	3
