## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392161.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392161.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392161.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 05:40:26 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11392161_lib1	249177	107514467	486043	512587	167665	32229180	0	0.300198	141341963

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	52774921	52774921
2.0	1.467354	16077157	16077157
3.0	1.685773	4579278	4579278
4.0	1.787852	1279691	1279691
5.0	1.835559	372177	372177
6.0	1.857855	117454	117454
7.0	1.868275	41355	41355
8.0	1.873145	17222	17222
9.0	1.875421	8307	8307
10.0	1.876485	4696	4696
11.0	1.876982	2984	2984
12.0	1.877214	2025	2025
13.0	1.877323	1470	1470
14.0	1.877374	1221	1221
15.0	1.877397	850	850
16.0	1.877408	665	665
17.0	1.877414	574	574
18.0	1.877416	451	451
19.0	1.877417	363	363
20.0	1.877418	320	320
21.0	1.877418	257	257
22.0	1.877418	246	246
23.0	1.877418	173	173
24.0	1.877418	174	174
25.0	1.877418	130	130
26.0	1.877418	108	108
27.0	1.877418	89	89
28.0	1.877418	84	84
29.0	1.877418	51	51
30.0	1.877418	76	76
31.0	1.877418	54	54
32.0	1.877418	43	43
33.0	1.877418	43	43
34.0	1.877418	32	32
35.0	1.877418	22	22
36.0	1.877418	32	32
37.0	1.877418	27	27
38.0	1.877418	24	24
39.0	1.877418	15	15
40.0	1.877418	11	11
41.0	1.877418	13	13
42.0	1.877418	17	17
43.0	1.877418	11	11
44.0	1.877418	12	12
45.0	1.877418	6	6
46.0	1.877418	7	7
47.0	1.877418	7	7
48.0	1.877418	9	9
49.0	1.877418	6	6
50.0	1.877418	7	7
51.0	1.877418	2	2
52.0	1.877418	6	6
53.0	1.877418	7	7
54.0	1.877418	6	6
55.0	1.877418	10	10
56.0	1.877418	2	2
57.0	1.877418	6	6
58.0	1.877418	1	1
59.0	1.877418	5	5
60.0	1.877418	1	1
61.0	1.877418	5	5
62.0	1.877418	3	3
63.0	1.877418	4	4
64.0	1.877418	1	1
65.0	1.877418	2	2
66.0	1.877418	0	0
67.0	1.877418	5	5
68.0	1.877418	0	0
69.0	1.877418	1	1
70.0	1.877418	0	0
71.0	1.877418	3	3
72.0	1.877418	4	4
73.0	1.877418	2	2
74.0	1.877418	3	3
75.0	1.877418	2	2
76.0	1.877418	2	2
77.0	1.877418	1	1
78.0	1.877418	3	3
79.0	1.877418	3	3
80.0	1.877418	3	3
81.0	1.877418	3	3
82.0	1.877418	2	2
83.0	1.877418	4	4
84.0	1.877418	3	3
85.0	1.877418	1	1
86.0	1.877418	2	2
87.0	1.877418	1	1
88.0	1.877418	1	1
89.0	1.877418	1	1
90.0	1.877418	1	1
91.0	1.877418	2	2
92.0	1.877418	0	0
93.0	1.877418	3	3
94.0	1.877418	2	2
95.0	1.877418	2	2
96.0	1.877418	3	3
97.0	1.877418	0	0
98.0	1.877418	2	2
99.0	1.877418	1	1
100.0	1.877418	1	1
104.0	0	1	1
105.0	0	2	2
106.0	0	1	1
107.0	0	1	1
110.0	0	2	2
111.0	0	1	1
112.0	0	1	1
113.0	0	3	3
114.0	0	1	1
116.0	0	1	1
120.0	0	1	1
121.0	0	1	1
123.0	0	1	1
124.0	0	3	3
127.0	0	2	2
129.0	0	3	3
130.0	0	1	1
131.0	0	1	1
132.0	0	1	1
135.0	0	1	1
140.0	0	1	1
142.0	0	3	3
143.0	0	1	1
144.0	0	1	1
151.0	0	1	1
152.0	0	2	2
156.0	0	1	1
159.0	0	1	1
162.0	0	1	1
167.0	0	1	1
175.0	0	1	1
183.0	0	1	1
184.0	0	1	1
188.0	0	1	1
198.0	0	1	1
199.0	0	1	1
205.0	0	1	1
206.0	0	1	1
216.0	0	1	1
219.0	0	1	1
221.0	0	1	1
223.0	0	1	1
224.0	0	1	1
229.0	0	1	1
240.0	0	2	2
243.0	0	1	1
244.0	0	1	1
249.0	0	1	1
263.0	0	1	1
266.0	0	1	1
269.0	0	1	1
278.0	0	1	1
280.0	0	1	1
281.0	0	1	1
289.0	0	2	2
291.0	0	1	1
292.0	0	1	1
294.0	0	2	2
298.0	0	1	1
301.0	0	1	1
304.0	0	1	1
307.0	0	3	3
312.0	0	1	1
315.0	0	1	1
317.0	0	2	2
319.0	0	1	1
320.0	0	1	1
326.0	0	1	1
327.0	0	1	1
328.0	0	1	1
333.0	0	1	1
334.0	0	1	1
342.0	0	1	1
348.0	0	1	1
351.0	0	1	1
355.0	0	1	1
356.0	0	1	1
357.0	0	2	2
366.0	0	1	1
369.0	0	1	1
372.0	0	1	1
373.0	0	1	1
375.0	0	1	1
382.0	0	2	2
383.0	0	2	2
386.0	0	1	1
388.0	0	2	2
390.0	0	1	1
411.0	0	1	1
413.0	0	1	1
415.0	0	1	1
421.0	0	2	2
428.0	0	2	2
435.0	0	2	2
468.0	0	1	1
470.0	0	1	1
479.0	0	1	1
483.0	0	1	1
528.0	0	1	1
529.0	0	1	1
537.0	0	1	1
543.0	0	1	1
565.0	0	1	1
604.0	0	1	1
639.0	0	1	1
667.0	0	1	1
676.0	0	2	2
679.0	0	1	1
706.0	0	1	1
708.0	0	1	1
728.0	0	1	1
740.0	0	1	1
753.0	0	1	1
779.0	0	2	2
792.0	0	1	1
797.0	0	1	1
805.0	0	1	1
841.0	0	1	1
843.0	0	1	1
860.0	0	1	1
894.0	0	1	1
967.0	0	1	1
974.0	0	1	1
1002.0	0	1	1
1003.0	0	1	1
1019.0	0	1	1
1078.0	0	1	1
1090.0	0	1	1
1247.0	0	1	1
1384.0	0	1	1
1411.0	0	1	1
1414.0	0	1	1
1431.0	0	1	1
1493.0	0	1	1
1508.0	0	1	1
1565.0	0	1	1
1733.0	0	1	1
1759.0	0	1	1
1770.0	0	1	1
1890.0	0	1	1
2083.0	0	1	1
2184.0	0	1	1
2244.0	0	1	1
2256.0	0	1	1
2453.0	0	1	1
2457.0	0	1	1
2466.0	0	1	1
2527.0	0	1	1
2902.0	0	1	1
2911.0	0	1	1
2965.0	0	1	1
2999.0	0	1	1
3239.0	0	1	1
3463.0	0	1	1
3469.0	0	1	1
3548.0	0	1	1
3725.0	0	1	1
3877.0	0	1	1
4052.0	0	1	1
4282.0	0	1	1
4337.0	0	1	1
4638.0	0	1	1
5395.0	0	1	1
7500.0	0	1	1
252276.0	0	1	1

