## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392162.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392162.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392162.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 05:40:55 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11392162_lib1	181983	98057071	424782	384089	108270	21379998	0	0.218386	190828561

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	60355902	60355902
2.0	1.598189	12928873	12928873
3.0	1.956018	2610103	2610103
4.0	2.170068	543991	543991
5.0	2.29811	132891	132891
6.0	2.374704	41169	41169
7.0	2.420521	18156	18156
8.0	2.447928	10556	10556
9.0	2.464323	7131	7131
10.0	2.47413	5210	5210
11.0	2.479997	4009	4009
12.0	2.483506	3078	3078
13.0	2.485605	2513	2513
14.0	2.486861	1914	1914
15.0	2.487612	1584	1584
16.0	2.488061	1294	1294
17.0	2.48833	1115	1115
18.0	2.488491	900	900
19.0	2.488587	820	820
20.0	2.488645	675	675
21.0	2.488679	571	571
22.0	2.4887	489	489
23.0	2.488712	455	455
24.0	2.488719	398	398
25.0	2.488724	320	320
26.0	2.488726	294	294
27.0	2.488728	243	243
28.0	2.488729	236	236
29.0	2.48873	203	203
30.0	2.48873	183	183
31.0	2.48873	161	161
32.0	2.48873	144	144
33.0	2.48873	117	117
34.0	2.48873	109	109
35.0	2.48873	93	93
36.0	2.48873	90	90
37.0	2.48873	101	101
38.0	2.48873	70	70
39.0	2.48873	72	72
40.0	2.48873	49	49
41.0	2.48873	58	58
42.0	2.48873	46	46
43.0	2.48873	48	48
44.0	2.48873	46	46
45.0	2.48873	43	43
46.0	2.48873	41	41
47.0	2.48873	26	26
48.0	2.48873	23	23
49.0	2.48873	34	34
50.0	2.48873	21	21
51.0	2.48873	17	17
52.0	2.48873	23	23
53.0	2.48873	16	16
54.0	2.48873	18	18
55.0	2.48873	15	15
56.0	2.48873	15	15
57.0	2.48873	5	5
58.0	2.48873	13	13
59.0	2.48873	7	7
60.0	2.48873	9	9
61.0	2.48873	4	4
62.0	2.48873	12	12
63.0	2.48873	4	4
64.0	2.48873	7	7
65.0	2.48873	10	10
66.0	2.48873	2	2
67.0	2.48873	3	3
68.0	2.48873	3	3
69.0	2.48873	8	8
70.0	2.48873	4	4
71.0	2.48873	3	3
72.0	2.48873	4	4
73.0	2.48873	5	5
74.0	2.48873	2	2
75.0	2.48873	5	5
76.0	2.48873	0	0
77.0	2.48873	4	4
78.0	2.48873	3	3
79.0	2.48873	4	4
80.0	2.48873	1	1
81.0	2.48873	1	1
82.0	2.48873	0	0
83.0	2.48873	3	3
84.0	2.48873	1	1
85.0	2.48873	3	3
86.0	2.48873	1	1
87.0	2.48873	0	0
88.0	2.48873	1	1
89.0	2.48873	0	0
90.0	2.48873	2	2
91.0	2.48873	1	1
92.0	2.48873	0	0
93.0	2.48873	1	1
94.0	2.48873	2	2
95.0	2.48873	1	1
96.0	2.48873	0	0
97.0	2.48873	0	0
98.0	2.48873	1	1
99.0	2.48873	1	1
100.0	2.48873	1	1
103.0	0	2	2
104.0	0	1	1
106.0	0	1	1
109.0	0	1	1
110.0	0	3	3
111.0	0	2	2
113.0	0	1	1
114.0	0	1	1
115.0	0	2	2
117.0	0	1	1
118.0	0	2	2
124.0	0	1	1
131.0	0	1	1
136.0	0	1	1
138.0	0	2	2
142.0	0	1	1
144.0	0	1	1
149.0	0	2	2
152.0	0	1	1
155.0	0	1	1
156.0	0	1	1
158.0	0	1	1
159.0	0	2	2
161.0	0	1	1
165.0	0	1	1
167.0	0	1	1
170.0	0	1	1
178.0	0	1	1
179.0	0	1	1
180.0	0	1	1
181.0	0	1	1
182.0	0	2	2
188.0	0	1	1
189.0	0	1	1
194.0	0	2	2
196.0	0	1	1
198.0	0	1	1
200.0	0	1	1
204.0	0	1	1
205.0	0	2	2
208.0	0	2	2
209.0	0	1	1
210.0	0	1	1
211.0	0	1	1
213.0	0	1	1
215.0	0	2	2
216.0	0	2	2
217.0	0	1	1
218.0	0	1	1
220.0	0	1	1
222.0	0	4	4
223.0	0	2	2
226.0	0	1	1
229.0	0	3	3
238.0	0	1	1
240.0	0	1	1
241.0	0	1	1
243.0	0	1	1
247.0	0	2	2
251.0	0	1	1
256.0	0	2	2
263.0	0	1	1
264.0	0	1	1
271.0	0	1	1
280.0	0	1	1
284.0	0	1	1
286.0	0	1	1
288.0	0	1	1
291.0	0	1	1
308.0	0	1	1
317.0	0	1	1
326.0	0	1	1
343.0	0	1	1
359.0	0	1	1
361.0	0	1	1
363.0	0	1	1
