## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352518.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352518.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352518.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 04:07:54 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11352518_lib1	122065	98817457	2192653	230727	74520	43526308	0	0.440577	75996807

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	31209873	31209873
2.0	1.272454	13596612	13596612
3.0	1.346686	5887715	5887715
4.0	1.36691	2525513	2525513
5.0	1.372421	1098508	1098508
6.0	1.373922	491320	491320
7.0	1.374331	228723	228723
8.0	1.374442	110803	110803
9.0	1.374473	56493	56493
10.0	1.374481	29895	29895
11.0	1.374483	17008	17008
12.0	1.374484	10163	10163
13.0	1.374484	6339	6339
14.0	1.374484	4359	4359
15.0	1.374484	3059	3059
16.0	1.374484	2374	2374
17.0	1.374484	1877	1877
18.0	1.374484	1482	1482
19.0	1.374484	1233	1233
20.0	1.374484	1029	1029
21.0	1.374484	840	840
22.0	1.374484	751	751
23.0	1.374484	645	645
24.0	1.374484	535	535
25.0	1.374484	477	477
26.0	1.374484	420	420
27.0	1.374484	337	337
28.0	1.374484	319	319
29.0	1.374484	249	249
30.0	1.374484	229	229
31.0	1.374484	229	229
32.0	1.374484	183	183
33.0	1.374484	168	168
34.0	1.374484	148	148
35.0	1.374484	126	126
36.0	1.374484	107	107
37.0	1.374484	88	88
38.0	1.374484	89	89
39.0	1.374484	71	71
40.0	1.374484	63	63
41.0	1.374484	72	72
42.0	1.374484	49	49
43.0	1.374484	48	48
44.0	1.374484	47	47
45.0	1.374484	30	30
46.0	1.374484	39	39
47.0	1.374484	33	33
48.0	1.374484	21	21
49.0	1.374484	28	28
50.0	1.374484	21	21
51.0	1.374484	18	18
52.0	1.374484	16	16
53.0	1.374484	20	20
54.0	1.374484	24	24
55.0	1.374484	18	18
56.0	1.374484	12	12
57.0	1.374484	12	12
58.0	1.374484	6	6
59.0	1.374484	6	6
60.0	1.374484	6	6
61.0	1.374484	9	9
62.0	1.374484	3	3
63.0	1.374484	3	3
64.0	1.374484	6	6
65.0	1.374484	6	6
66.0	1.374484	7	7
67.0	1.374484	3	3
68.0	1.374484	2	2
69.0	1.374484	5	5
70.0	1.374484	3	3
71.0	1.374484	0	0
72.0	1.374484	2	2
73.0	1.374484	1	1
74.0	1.374484	0	0
75.0	1.374484	2	2
76.0	1.374484	0	0
77.0	1.374484	3	3
78.0	1.374484	1	1
79.0	1.374484	1	1
80.0	1.374484	0	0
81.0	1.374484	1	1
82.0	1.374484	2	2
83.0	1.374484	2	2
84.0	1.374484	2	2
85.0	1.374484	1	1
86.0	1.374484	2	2
87.0	1.374484	1	1
88.0	1.374484	2	2
89.0	1.374484	3	3
90.0	1.374484	1	1
91.0	1.374484	1	1
92.0	1.374484	2	2
93.0	1.374484	1	1
94.0	1.374484	2	2
95.0	1.374484	1	1
96.0	1.374484	0	0
97.0	1.374484	1	1
98.0	1.374484	1	1
99.0	1.374484	1	1
100.0	1.374484	1	1
102.0	0	2	2
104.0	0	1	1
106.0	0	1	1
109.0	0	1	1
110.0	0	3	3
111.0	0	2	2
115.0	0	2	2
119.0	0	2	2
120.0	0	2	2
124.0	0	1	1
126.0	0	2	2
131.0	0	1	1
132.0	0	1	1
136.0	0	1	1
138.0	0	1	1
139.0	0	2	2
143.0	0	1	1
156.0	0	1	1
158.0	0	1	1
163.0	0	1	1
177.0	0	1	1
179.0	0	1	1
182.0	0	2	2
183.0	0	1	1
199.0	0	2	2
200.0	0	2	2
202.0	0	1	1
204.0	0	2	2
213.0	0	1	1
216.0	0	2	2
221.0	0	1	1
223.0	0	1	1
229.0	0	1	1
232.0	0	1	1
233.0	0	1	1
293.0	0	1	1
322.0	0	1	1
344.0	0	1	1
350.0	0	1	1
353.0	0	1	1
357.0	0	1	1
364.0	0	1	1
374.0	0	1	1
376.0	0	1	1
408.0	0	1	1
413.0	0	1	1
446.0	0	1	1
468.0	0	1	1
509.0	0	1	1
515.0	0	1	1
568.0	0	1	1
619.0	0	1	1
622.0	0	1	1
634.0	0	1	1
650.0	0	1	1
661.0	0	1	1
688.0	0	1	1
704.0	0	1	1
716.0	0	1	1
764.0	0	1	1
805.0	0	1	1
807.0	0	1	1
808.0	0	1	1
833.0	0	1	1
852.0	0	1	1
900.0	0	1	1
944.0	0	1	1
1029.0	0	1	1
1072.0	0	1	1
1101.0	0	1	1
1511.0	0	1	1
52412.0	0	1	1

