## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352532.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352532.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352532.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 05:14:54 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11352532_lib1	382099	98971351	1735858	785123	294485	46315276	0	0.46855	69230061

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	27968087	27968087
2.0	1.239404	13525622	13525622
3.0	1.296719	6306222	6306222
4.0	1.31044	2718416	2718416
5.0	1.313725	1149761	1149761
6.0	1.314512	492922	492922
7.0	1.3147	222911	222911
8.0	1.314745	105997	105997
9.0	1.314756	54172	54172
10.0	1.314758	29717	29717
11.0	1.314759	17866	17866
12.0	1.314759	11661	11661
13.0	1.314759	8219	8219
14.0	1.314759	6065	6065
15.0	1.314759	4864	4864
16.0	1.314759	3966	3966
17.0	1.314759	3265	3265
18.0	1.314759	2786	2786
19.0	1.314759	2286	2286
20.0	1.314759	2040	2040
21.0	1.314759	1811	1811
22.0	1.314759	1479	1479
23.0	1.314759	1405	1405
24.0	1.314759	1172	1172
25.0	1.314759	1057	1057
26.0	1.314759	961	961
27.0	1.314759	872	872
28.0	1.314759	757	757
29.0	1.314759	694	694
30.0	1.314759	622	622
31.0	1.314759	559	559
32.0	1.314759	516	516
33.0	1.314759	491	491
34.0	1.314759	416	416
35.0	1.314759	404	404
36.0	1.314759	368	368
37.0	1.314759	310	310
38.0	1.314759	325	325
39.0	1.314759	275	275
40.0	1.314759	294	294
41.0	1.314759	240	240
42.0	1.314759	196	196
43.0	1.314759	217	217
44.0	1.314759	201	201
45.0	1.314759	178	178
46.0	1.314759	188	188
47.0	1.314759	162	162
48.0	1.314759	178	178
49.0	1.314759	145	145
50.0	1.314759	135	135
51.0	1.314759	141	141
52.0	1.314759	114	114
53.0	1.314759	107	107
54.0	1.314759	105	105
55.0	1.314759	90	90
56.0	1.314759	105	105
57.0	1.314759	87	87
58.0	1.314759	88	88
59.0	1.314759	75	75
60.0	1.314759	61	61
61.0	1.314759	60	60
62.0	1.314759	55	55
63.0	1.314759	61	61
64.0	1.314759	53	53
65.0	1.314759	47	47
66.0	1.314759	46	46
67.0	1.314759	54	54
68.0	1.314759	49	49
69.0	1.314759	44	44
70.0	1.314759	43	43
71.0	1.314759	39	39
72.0	1.314759	44	44
73.0	1.314759	40	40
74.0	1.314759	28	28
75.0	1.314759	37	37
76.0	1.314759	29	29
77.0	1.314759	35	35
78.0	1.314759	28	28
79.0	1.314759	24	24
80.0	1.314759	26	26
81.0	1.314759	22	22
82.0	1.314759	20	20
83.0	1.314759	17	17
84.0	1.314759	17	17
85.0	1.314759	15	15
86.0	1.314759	22	22
87.0	1.314759	20	20
88.0	1.314759	13	13
89.0	1.314759	13	13
90.0	1.314759	13	13
91.0	1.314759	22	22
92.0	1.314759	17	17
93.0	1.314759	13	13
94.0	1.314759	14	14
