## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392163.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392163.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392163.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 05:49:57 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11392163_lib1	107631	46920118	199899	107631	73204	11720060	0	0.250281	77524405

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	26376082	26376082
2.0	1.545949	6647361	6647361
3.0	1.844009	1566299	1566299
4.0	2.006734	369361	369361
5.0	2.095574	91709	91709
6.0	2.144076	25862	25862
7.0	2.170555	8672	8672
8.0	2.185012	3503	3503
9.0	2.192904	1669	1669
10.0	2.197213	996	996
11.0	2.199566	591	591
12.0	2.20085	395	395
13.0	2.201551	312	312
14.0	2.201934	215	215
15.0	2.202143	162	162
16.0	2.202257	135	135
17.0	2.202319	94	94
18.0	2.202353	73	73
19.0	2.202372	71	71
20.0	2.202382	52	52
21.0	2.202388	41	41
22.0	2.202391	49	49
23.0	2.202392	19	19
24.0	2.202393	25	25
25.0	2.202394	17	17
26.0	2.202394	23	23
27.0	2.202394	9	9
28.0	2.202394	12	12
29.0	2.202394	12	12
30.0	2.202394	13	13
31.0	2.202394	11	11
32.0	2.202394	5	5
33.0	2.202394	8	8
34.0	2.202394	10	10
35.0	2.202394	8	8
36.0	2.202394	10	10
37.0	2.202394	6	6
38.0	2.202394	1	1
39.0	2.202394	3	3
40.0	2.202394	3	3
41.0	2.202394	4	4
42.0	2.202394	1	1
43.0	2.202394	5	5
44.0	2.202394	4	4
45.0	2.202394	2	2
46.0	2.202394	3	3
47.0	2.202394	1	1
48.0	2.202394	2	2
49.0	2.202394	3	3
50.0	2.202394	3	3
51.0	2.202394	1	1
52.0	2.202394	2	2
53.0	2.202394	0	0
54.0	2.202394	4	4
55.0	2.202394	0	0
56.0	2.202394	1	1
57.0	2.202394	0	0
58.0	2.202394	2	2
59.0	2.202394	2	2
60.0	2.202394	0	0
61.0	2.202394	0	0
62.0	2.202394	1	1
63.0	2.202394	1	1
64.0	2.202394	0	0
65.0	2.202394	1	1
66.0	2.202394	1	1
67.0	2.202394	2	2
68.0	2.202394	0	0
69.0	2.202394	0	0
70.0	2.202394	1	1
71.0	2.202394	1	1
72.0	2.202394	1	1
73.0	2.202394	1	1
74.0	2.202394	0	0
75.0	2.202394	0	0
76.0	2.202394	0	0
77.0	2.202394	1	1
78.0	2.202394	0	0
79.0	2.202394	1	1
80.0	2.202394	0	0
81.0	2.202394	0	0
82.0	2.202394	0	0
83.0	2.202394	0	0
84.0	2.202394	1	1
85.0	2.202394	2	2
86.0	2.202394	0	0
87.0	2.202394	0	0
88.0	2.202394	0	0
89.0	2.202394	0	0
90.0	2.202394	2	2
91.0	2.202394	0	0
92.0	2.202394	0	0
93.0	2.202394	1	1
94.0	2.202394	0	0
95.0	2.202394	0	0
96.0	2.202394	1	1
97.0	2.202394	0	0
98.0	2.202394	0	0
99.0	2.202394	0	0
100.0	2.202394	2	2
104.0	0	3	3
106.0	0	1	1
108.0	0	1	1
115.0	0	1	1
116.0	0	1	1
119.0	0	1	1
120.0	0	1	1
121.0	0	1	1
122.0	0	1	1
123.0	0	1	1
124.0	0	1	1
125.0	0	1	1
131.0	0	1	1
132.0	0	2	2
134.0	0	1	1
148.0	0	1	1
149.0	0	1	1
157.0	0	1	1
159.0	0	1	1
160.0	0	1	1
161.0	0	1	1
166.0	0	1	1
167.0	0	1	1
168.0	0	1	1
170.0	0	1	1
172.0	0	2	2
174.0	0	1	1
175.0	0	2	2
177.0	0	1	1
179.0	0	2	2
181.0	0	1	1
186.0	0	1	1
194.0	0	1	1
195.0	0	1	1
199.0	0	1	1
201.0	0	1	1
205.0	0	1	1
