## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392177.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392177.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392177.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 06:44:27 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11392177_lib1	548402	133902713	692147	890366	463025	55866202	0	0.418088	111763181

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	44932817	44932817
2.0	1.301769	19738686	19738686
3.0	1.392834	8203742	8203742
4.0	1.420314	3166635	3166635
5.0	1.428607	1184898	1184898
6.0	1.431109	449226	449226
7.0	1.431865	178848	178848
8.0	1.432092	75737	75737
9.0	1.432161	35830	35830
10.0	1.432182	18656	18656
11.0	1.432188	10976	10976
12.0	1.43219	7208	7208
13.0	1.432191	5118	5118
14.0	1.432191	4086	4086
15.0	1.432191	3095	3095
16.0	1.432191	2532	2532
17.0	1.432191	2083	2083
18.0	1.432191	1758	1758
19.0	1.432191	1518	1518
20.0	1.432191	1297	1297
21.0	1.432191	1132	1132
22.0	1.432191	1001	1001
23.0	1.432191	861	861
24.0	1.432191	759	759
25.0	1.432191	659	659
26.0	1.432191	591	591
27.0	1.432191	556	556
28.0	1.432191	494	494
29.0	1.432191	432	432
30.0	1.432191	374	374
31.0	1.432191	388	388
32.0	1.432191	315	315
33.0	1.432191	315	315
34.0	1.432191	268	268
35.0	1.432191	238	238
36.0	1.432191	234	234
37.0	1.432191	225	225
38.0	1.432191	152	152
39.0	1.432191	182	182
40.0	1.432191	148	148
41.0	1.432191	147	147
42.0	1.432191	159	159
43.0	1.432191	137	137
44.0	1.432191	117	117
45.0	1.432191	114	114
46.0	1.432191	86	86
47.0	1.432191	108	108
48.0	1.432191	92	92
49.0	1.432191	84	84
50.0	1.432191	68	68
51.0	1.432191	75	75
52.0	1.432191	56	56
53.0	1.432191	64	64
54.0	1.432191	64	64
55.0	1.432191	53	53
56.0	1.432191	51	51
57.0	1.432191	57	57
58.0	1.432191	41	41
59.0	1.432191	55	55
60.0	1.432191	42	42
61.0	1.432191	34	34
62.0	1.432191	28	28
63.0	1.432191	34	34
64.0	1.432191	25	25
65.0	1.432191	16	16
66.0	1.432191	32	32
67.0	1.432191	24	24
68.0	1.432191	30	30
69.0	1.432191	26	26
70.0	1.432191	19	19
71.0	1.432191	16	16
72.0	1.432191	15	15
73.0	1.432191	21	21
74.0	1.432191	20	20
75.0	1.432191	19	19
76.0	1.432191	15	15
77.0	1.432191	14	14
78.0	1.432191	13	13
79.0	1.432191	10	10
80.0	1.432191	16	16
81.0	1.432191	9	9
82.0	1.432191	10	10
83.0	1.432191	8	8
84.0	1.432191	7	7
85.0	1.432191	8	8
86.0	1.432191	13	13
87.0	1.432191	12	12
88.0	1.432191	7	7
89.0	1.432191	5	5
90.0	1.432191	5	5
91.0	1.432191	6	6
92.0	1.432191	15	15
93.0	1.432191	5	5
94.0	1.432191	7	7
95.0	1.432191	6	6
96.0	1.432191	5	5
97.0	1.432191	4	4
98.0	1.432191	2	2
99.0	1.432191	7	7
100.0	1.432191	4	4
101.0	0	5	5
102.0	0	3	3
103.0	0	7	7
104.0	0	2	2
105.0	0	2	2
106.0	0	3	3
107.0	0	2	2
108.0	0	6	6
109.0	0	1	1
110.0	0	4	4
111.0	0	2	2
112.0	0	5	5
113.0	0	1	1
114.0	0	2	2
115.0	0	1	1
116.0	0	1	1
117.0	0	1	1
118.0	0	3	3
119.0	0	3	3
120.0	0	2	2
121.0	0	3	3
122.0	0	5	5
125.0	0	2	2
126.0	0	2	2
127.0	0	2	2
128.0	0	2	2
129.0	0	1	1
130.0	0	3	3
132.0	0	3	3
133.0	0	2	2
134.0	0	1	1
135.0	0	2	2
136.0	0	2	2
137.0	0	1	1
138.0	0	1	1
139.0	0	1	1
140.0	0	1	1
142.0	0	3	3
143.0	0	1	1
144.0	0	1	1
146.0	0	2	2
147.0	0	1	1
149.0	0	3	3
150.0	0	3	3
152.0	0	1	1
153.0	0	1	1
156.0	0	3	3
157.0	0	1	1
158.0	0	1	1
160.0	0	2	2
161.0	0	1	1
162.0	0	1	1
164.0	0	1	1
165.0	0	1	1
168.0	0	1	1
172.0	0	1	1
174.0	0	1	1
177.0	0	1	1
184.0	0	1	1
188.0	0	1	1
189.0	0	1	1
192.0	0	1	1
199.0	0	1	1
205.0	0	1	1
212.0	0	1	1
217.0	0	1	1
229.0	0	1	1
232.0	0	1	1
235.0	0	1	1
245.0	0	2	2
250.0	0	1	1
260.0	0	1	1
261.0	0	1	1
268.0	0	1	1
286.0	0	1	1
287.0	0	1	1
309.0	0	1	1
314.0	0	1	1
315.0	0	1	1
319.0	0	1	1
323.0	0	1	1
325.0	0	1	1
327.0	0	1	1
338.0	0	1	1
343.0	0	1	1
350.0	0	1	1
394.0	0	1	1
398.0	0	1	1
399.0	0	1	1
415.0	0	1	1
426.0	0	1	1
433.0	0	1	1
448.0	0	1	1
449.0	0	1	1
474.0	0	1	1
543.0	0	1	1
547.0	0	1	1
554.0	0	1	1
625.0	0	1	1
642.0	0	1	1
650.0	0	1	1
670.0	0	1	1
688.0	0	1	1
712.0	0	1	1
796.0	0	1	1
867.0	0	1	1
911.0	0	1	1
917.0	0	1	1
932.0	0	1	1
1001.0	0	1	1
1017.0	0	1	1
1024.0	0	1	1
1043.0	0	1	1
1045.0	0	1	1
1106.0	0	1	1
1142.0	0	1	1
1160.0	0	1	1
1234.0	0	1	1
1270.0	0	1	1
1384.0	0	1	1
1403.0	0	1	1
1594.0	0	1	1
1671.0	0	1	1
1761.0	0	1	1
1890.0	0	1	1
2149.0	0	1	1
2519.0	0	1	1
2596.0	0	1	1
2637.0	0	1	1
2684.0	0	1	1
2786.0	0	1	1
2794.0	0	1	1
3980.0	0	1	1
5893.0	0	1	1
226007.0	0	1	1

