## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352519.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352519.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352519.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 04:11:25 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11352519_lib1	216282	64703728	483150	409614	160123	22503496	0	0.348448	69897692

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	27381449	27381449
2.0	1.396257	9920895	9920895
3.0	1.553277	3321902	3321902
4.0	1.615497	1049835	1049835
5.0	1.640152	333637	333637
6.0	1.649922	111325	111325
7.0	1.653793	40581	40581
8.0	1.655327	16838	16838
9.0	1.655935	7791	7791
10.0	1.656176	4418	4418
11.0	1.656272	2665	2665
12.0	1.656309	1784	1784
13.0	1.656324	1319	1319
14.0	1.65633	1027	1027
15.0	1.656333	793	793
16.0	1.656334	591	591
17.0	1.656334	514	514
18.0	1.656334	436	436
19.0	1.656334	324	324
20.0	1.656334	261	261
21.0	1.656334	218	218
22.0	1.656334	214	214
23.0	1.656334	167	167
24.0	1.656334	148	148
25.0	1.656334	107	107
26.0	1.656334	102	102
27.0	1.656334	98	98
28.0	1.656334	67	67
29.0	1.656334	53	53
30.0	1.656334	55	55
31.0	1.656334	52	52
32.0	1.656334	52	52
33.0	1.656334	45	45
34.0	1.656334	33	33
35.0	1.656334	33	33
36.0	1.656334	18	18
37.0	1.656334	31	31
38.0	1.656334	13	13
39.0	1.656334	14	14
40.0	1.656334	9	9
41.0	1.656334	7	7
42.0	1.656334	9	9
43.0	1.656334	13	13
44.0	1.656334	11	11
45.0	1.656334	10	10
46.0	1.656334	6	6
47.0	1.656334	8	8
48.0	1.656334	10	10
49.0	1.656334	7	7
50.0	1.656334	2	2
51.0	1.656334	5	5
52.0	1.656334	4	4
53.0	1.656334	5	5
54.0	1.656334	6	6
55.0	1.656334	3	3
56.0	1.656334	7	7
57.0	1.656334	2	2
58.0	1.656334	0	0
59.0	1.656334	7	7
60.0	1.656334	3	3
61.0	1.656334	1	1
62.0	1.656334	3	3
63.0	1.656334	0	0
64.0	1.656334	2	2
65.0	1.656334	0	0
66.0	1.656334	1	1
67.0	1.656334	3	3
68.0	1.656334	3	3
69.0	1.656334	1	1
70.0	1.656334	2	2
71.0	1.656334	1	1
72.0	1.656334	3	3
73.0	1.656334	3	3
74.0	1.656334	0	0
75.0	1.656334	0	0
76.0	1.656334	1	1
77.0	1.656334	2	2
78.0	1.656334	1	1
79.0	1.656334	2	2
80.0	1.656334	1	1
81.0	1.656334	1	1
82.0	1.656334	0	0
83.0	1.656334	1	1
84.0	1.656334	0	0
85.0	1.656334	2	2
86.0	1.656334	0	0
87.0	1.656334	2	2
88.0	1.656334	2	2
89.0	1.656334	0	0
90.0	1.656334	0	0
91.0	1.656334	1	1
92.0	1.656334	1	1
93.0	1.656334	0	0
94.0	1.656334	2	2
95.0	1.656334	2	2
96.0	1.656334	0	0
97.0	1.656334	1	1
98.0	1.656334	0	0
99.0	1.656334	0	0
100.0	1.656334	1	1
103.0	0	1	1
106.0	0	1	1
115.0	0	1	1
124.0	0	1	1
125.0	0	1	1
126.0	0	1	1
128.0	0	1	1
130.0	0	1	1
132.0	0	1	1
136.0	0	1	1
138.0	0	1	1
140.0	0	2	2
142.0	0	1	1
143.0	0	1	1
146.0	0	1	1
148.0	0	1	1
154.0	0	1	1
155.0	0	1	1
156.0	0	1	1
160.0	0	1	1
162.0	0	1	1
165.0	0	1	1
167.0	0	2	2
169.0	0	1	1
170.0	0	1	1
172.0	0	1	1
178.0	0	1	1
179.0	0	1	1
185.0	0	1	1
186.0	0	1	1
187.0	0	1	1
190.0	0	1	1
191.0	0	1	1
193.0	0	2	2
195.0	0	1	1
198.0	0	2	2
201.0	0	1	1
203.0	0	1	1
211.0	0	1	1
212.0	0	1	1
213.0	0	1	1
214.0	0	1	1
215.0	0	1	1
218.0	0	1	1
219.0	0	2	2
221.0	0	2	2
223.0	0	1	1
225.0	0	1	1
232.0	0	2	2
235.0	0	1	1
236.0	0	1	1
242.0	0	1	1
243.0	0	1	1
245.0	0	1	1
248.0	0	1	1
252.0	0	2	2
254.0	0	1	1
255.0	0	2	2
257.0	0	1	1
259.0	0	1	1
261.0	0	1	1
266.0	0	1	1
268.0	0	1	1
269.0	0	1	1
272.0	0	1	1
273.0	0	1	1
275.0	0	1	1
280.0	0	1	1
296.0	0	1	1
306.0	0	1	1
320.0	0	1	1
342.0	0	1	1
368.0	0	1	1
376.0	0	1	1
377.0	0	1	1
378.0	0	1	1
392.0	0	1	1
401.0	0	1	1
417.0	0	1	1
424.0	0	1	1
436.0	0	2	2
448.0	0	1	1
465.0	0	2	2
495.0	0	1	1
503.0	0	1	1
508.0	0	1	1
515.0	0	2	2
520.0	0	1	1
523.0	0	1	1
526.0	0	1	1
556.0	0	1	1
590.0	0	1	1
593.0	0	1	1
607.0	0	1	1
609.0	0	1	1
618.0	0	1	1
619.0	0	1	1
653.0	0	1	1
762.0	0	1	1
876.0	0	1	1
878.0	0	1	1
889.0	0	1	1
941.0	0	1	1
943.0	0	1	1
958.0	0	1	1
969.0	0	1	1
1041.0	0	1	1
1134.0	0	1	1
1166.0	0	1	1
1186.0	0	1	1
1292.0	0	1	1
1378.0	0	1	1
1407.0	0	1	1
1479.0	0	1	1
1585.0	0	1	1
1592.0	0	1	1
1655.0	0	1	1
1668.0	0	1	1
1793.0	0	1	1
1875.0	0	1	1
1920.0	0	1	1
1982.0	0	1	1
2112.0	0	1	1
2182.0	0	1	1
2206.0	0	1	1
2321.0	0	1	1
2346.0	0	1	1
2442.0	0	1	1
2462.0	0	1	1
2826.0	0	1	1
2832.0	0	1	1
2983.0	0	1	1
3455.0	0	1	1
5126.0	0	1	1
169704.0	0	1	1

