## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352513.sorted.bam --OUTPUT /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352513.markdup.bam --METRICS_FILE /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11352513.markdup.metrics.txt --TMP_DIR /scratch/sballas/tmp --VALIDATION_STRINGENCY SILENT --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 03:24:25 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
SRR11352513_lib1	143808	86321535	394620	298986	79700	16110969	0	0.186945	201481746

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	57276348	57276348
2.0	1.651529	10593552	10593552
3.0	2.076019	1880932	1880932
4.0	2.352586	347634	347634
5.0	2.532778	73141	73141
6.0	2.650178	20189	20189
7.0	2.726668	7445	7445
8.0	2.776503	3700	3700
9.0	2.808972	2149	2149
10.0	2.830126	1432	1432
11.0	2.843909	912	912
12.0	2.852889	680	680
13.0	2.85874	481	481
14.0	2.862551	395	395
15.0	2.865035	281	281
16.0	2.866653	232	232
17.0	2.867707	171	171
18.0	2.868394	135	135
19.0	2.868842	98	98
20.0	2.869133	85	85
21.0	2.869323	64	64
22.0	2.869447	63	63
23.0	2.869528	39	39
24.0	2.86958	29	29
25.0	2.869614	30	30
26.0	2.869637	19	19
27.0	2.869651	28	28
28.0	2.869661	14	14
29.0	2.869667	12	12
30.0	2.869671	13	13
31.0	2.869674	9	9
32.0	2.869675	8	8
33.0	2.869676	5	5
34.0	2.869677	7	7
35.0	2.869678	10	10
36.0	2.869678	5	5
37.0	2.869678	5	5
38.0	2.869678	5	5
39.0	2.869678	6	6
40.0	2.869678	4	4
41.0	2.869678	5	5
42.0	2.869678	2	2
43.0	2.869678	2	2
44.0	2.869678	6	6
45.0	2.869678	4	4
46.0	2.869678	1	1
47.0	2.869678	4	4
48.0	2.869678	3	3
49.0	2.869678	1	1
50.0	2.869678	4	4
51.0	2.869678	0	0
52.0	2.869678	2	2
53.0	2.869678	1	1
54.0	2.869678	0	0
55.0	2.869678	2	2
56.0	2.869678	0	0
57.0	2.869678	3	3
58.0	2.869678	1	1
59.0	2.869678	3	3
60.0	2.869678	4	4
61.0	2.869678	0	0
62.0	2.869678	1	1
63.0	2.869678	0	0
64.0	2.869678	1	1
65.0	2.869678	0	0
66.0	2.869678	0	0
67.0	2.869678	0	0
68.0	2.869678	0	0
69.0	2.869678	0	0
70.0	2.869678	1	1
71.0	2.869678	0	0
72.0	2.869678	1	1
73.0	2.869678	1	1
74.0	2.869678	1	1
75.0	2.869678	0	0
76.0	2.869678	0	0
77.0	2.869678	0	0
78.0	2.869678	1	1
79.0	2.869678	1	1
80.0	2.869678	0	0
81.0	2.869678	0	0
82.0	2.869678	1	1
83.0	2.869678	1	1
84.0	2.869678	0	0
85.0	2.869678	1	1
86.0	2.869678	0	0
87.0	2.869678	1	1
88.0	2.869678	0	0
89.0	2.869678	0	0
90.0	2.869678	3	3
91.0	2.869678	0	0
92.0	2.869678	0	0
93.0	2.869678	1	1
94.0	2.869678	2	2
95.0	2.869678	1	1
96.0	2.869678	0	0
97.0	2.869678	2	2
